species,longitude,latitude,el
cs,147.375,39.29166667,1
cs,147.9583333,38.95833333,1
cs,147.9583333,38.95833333,1
cs,147.9583333,38.95833333,1
cs,147.625,38.95833333,1
cs,148.4583333,40.375,1
cs,148.4583333,40.45833333,1
cs,148.625,40.54166667,1
cs,148.2916667,40.375,1
cs,150.2916667,41.04166667,1
cs,150.7083333,41.04166667,1
cs,150.125,38.79166667,1
cs,150.0416667,38.79166667,1
cs,147.5416667,40.04166667,1
cs,147.625,40.125,1
cs,148.5416667,40.45833333,1
cs,148.625,40.45833333,1
cs,151.2916667,40.95833333,1
cs,151.375,40.95833333,1
cs,151.375,40.875,1
cs,151.375,40.875,1
cs,151.2916667,40.875,1
cs,151.375,41.29166667,1
cs,151.125,41.29166667,1
cs,151.2083333,41.375,1
cs,151.2083333,41.125,1
cs,151.2083333,41.04166667,1
cs,150.625,40.79166667,1
cs,163.875,44.875,1
cs,163.4583333,44.95833333,1
cs,163.4583333,44.875,1
cs,163.125,44.95833333,1
cs,163.7916667,44.54166667,1
cs,163.7083333,44.54166667,1
cs,163.7083333,44.54166667,1
cs,162.5416667,46.04166667,1
cs,162.5416667,46.125,1
cs,164.2083333,45.875,1
cs,165.7083333,44.45833333,1
cs,166.7916667,44.625,1
cs,166.9583333,44.54166667,1
cs,166.875,44.54166667,1
cs,167.2916667,43.70833333,1
cs,167.2916667,43.70833333,1
cs,165.9583333,45.95833333,1
cs,166.4583333,44.45833333,1
cs,166.5416667,44.45833333,1
cs,166.5416667,44.54166667,1
cs,167.625,43.125,1
cs,167.625,43.20833333,1
cs,168.0416667,43.79166667,1
cs,167.5416667,44.45833333,1
cs,167.4583333,44.375,1
cs,167.5416667,44.375,1
cs,167.5416667,44.375,1
cs,167.5416667,44.70833333,1
cs,167.5416667,44.70833333,1
cs,167.625,44.79166667,1
cs,167.625,44.70833333,1
cs,167.7083333,44.70833333,1
cs,167.4583333,45.04166667,1
cs,166.7916667,48.625,1
cs,167.2916667,48.125,1
cs,167.9583333,47.54166667,1
cs,168.0416667,47.20833333,1
cs,168.0416667,47.20833333,1
cs,167.625,46.54166667,1
cs,167.7083333,46.54166667,1
cs,168.0416667,47.45833333,1
cs,167.375,47.79166667,1
cs,167.4583333,47.79166667,1
cs,166.7916667,47.875,1
cs,166.7916667,47.95833333,1
cs,166.7916667,47.95833333,1
cs,166.2916667,47.54166667,1
cs,163.5416667,44.875,1
cs,163.5416667,44.95833333,1
cs,163.4583333,44.95833333,1
cs,163.375,42.70833333,1
cs,163.375,42.70833333,1
cs,163.5416667,42.04166667,1
cs,163.5416667,41.95833333,1
cs,164.2083333,42.625,1
cs,165.125,43.95833333,1
cs,165.7916667,46.45833333,1
cs,165.7916667,46.20833333,1
cs,165.7916667,46.20833333,1
cs,165.125,45.29166667,1
cs,165.2916667,41.29166667,1
cs,165.2916667,41.29166667,1
cs,164.625,41.29166667,1
cs,164.7083333,41.29166667,1
cs,164.4583333,41.20833333,1
cs,164.2916667,41.20833333,1
cs,164.375,41.20833333,1
cs,164.375,41.20833333,1
cs,163.375,41.54166667,1
cs,163.875,41.45833333,1
cs,164.0416667,41.45833333,1
cs,163.7916667,41.54166667,1
cs,163.625,41.375,1
cs,163.7083333,41.125,1
cs,163.625,41.20833333,1
cs,163.625,41.20833333,1
cs,164.0416667,41.29166667,1
cs,164.125,41.29166667,1
cs,164.2083333,41.29166667,1
cs,164.0416667,41.29166667,1
cs,164.125,41.29166667,1
cs,164.7083333,41.20833333,1
cs,164.7916667,41.20833333,1
cs,164.7916667,41.125,1
cs,165.2083333,41.125,1
cs,164.4583333,41.45833333,1
cs,164.4583333,41.54166667,1
cs,163.2083333,45.04166667,1
cs,163.2083333,45.04166667,1
cs,163.2083333,44.95833333,1
cs,163.2916667,44.95833333,1
cs,163.2916667,44.875,1
cs,163.2083333,45.125,1
cs,163.125,45.04166667,1
cs,162.9583333,45.04166667,1
cs,162.7916667,45.04166667,1
cs,162.9583333,45.20833333,1
cs,163.5416667,45.29166667,1
cs,163.4583333,45.20833333,1
cs,163.375,45.45833333,1
cs,163.4583333,45.45833333,1
cs,163.2083333,43.875,1
cs,163.2083333,43.875,1
cs,164.875,41.875,1
cs,162.375,42.54166667,1
cs,162.4583333,42.45833333,1
cs,162.375,42.45833333,1
cs,161.7083333,42.70833333,1
cs,162.2083333,42.70833333,1
cs,162.2083333,42.70833333,1
cs,162.2916667,42.54166667,1
cs,162.4583333,42.70833333,1
cs,162.375,42.875,1
cs,162.875,42.79166667,1
cs,162.2916667,42.79166667,1
cs,157.7083333,44.45833333,1
cs,157.7083333,44.375,1
cs,157.375,43.95833333,1
cs,158.2916667,43.79166667,1
cs,160.375,43.20833333,1
cs,156.0416667,44.54166667,1
cs,160.625,43.20833333,1
cs,161.125,42.70833333,1
cs,161.125,42.625,1
cs,161.0416667,42.625,1
cs,159.9583333,43.20833333,1
cs,159.9583333,43.125,1
cs,158.125,42.95833333,1
cs,151.875,42.29166667,1
cs,151.875,42.29166667,1
cs,153.4583333,43.375,1
cs,153.5416667,43.375,1
cs,151.7083333,42.20833333,1
cs,151.625,42.20833333,1
cs,151.625,42.20833333,1
cs,151.125,41.875,1
cs,151.125,41.95833333,1
cs,155.125,44.04166667,1
cs,153.4583333,43.375,1
cs,153.375,43.375,1
cs,152.625,42.70833333,1
cs,153.375,42.70833333,1
cs,153.2916667,42.70833333,1
cs,153.2916667,41.375,1
cs,153.2916667,41.29166667,1
cs,153.2916667,41.20833333,1
cs,153.375,41.29166667,1
cs,153.2916667,41.20833333,1
cs,153.125,41.20833333,1
cs,147.375,39.79166667,1
cs,147.4583333,39.79166667,1
cs,147.9583333,40.125,1
cs,150.375,41.125,1
cs,150.125,41.04166667,1
cs,150.2083333,41.04166667,1
cs,150.0416667,40.79166667,1
cs,150.7916667,41.125,1
cs,150.7083333,41.20833333,1
cs,150.625,41.125,1
cs,151.2916667,41.20833333,1
cs,150.9583333,41.125,1
cs,151.125,41.04166667,1
cs,151.0416667,41.125,1
cs,151.2916667,41.20833333,1
cs,151.2083333,41.29166667,1
cs,146.875,38.625,1
cs,146.9583333,38.625,1
cs,146.9583333,38.54166667,1
cs,146.9583333,38.54166667,1
cs,146.875,38.95833333,1
cs,146.7083333,38.875,1
cs,146.875,39.04166667,1
cs,146.7916667,38.625,1
cs,146.7916667,38.625,1
cs,163.625,44.95833333,1
cs,163.5416667,44.625,1
cs,164.375,45.79166667,1
cs,165.7083333,44.29166667,1
cs,166.0416667,46.04166667,1
cs,166.625,44.45833333,1
cs,166.7083333,44.45833333,1
cs,167.7916667,43.20833333,1
cs,167.625,44.45833333,1
cs,167.5416667,44.54166667,1
cs,167.625,44.54166667,1
cs,167.4583333,44.70833333,1
cs,167.5416667,44.79166667,1
cs,167.5416667,44.79166667,1
cs,167.375,45.125,1
cs,166.7083333,48.70833333,1
cs,166.7916667,48.70833333,1
cs,166.7916667,48.625,1
cs,166.875,48.625,1
cs,166.875,48.625,1
cs,167.7916667,47.54166667,1
cs,167.9583333,47.45833333,1
cs,167.625,46.375,1
cs,167.7083333,46.375,1
cs,167.9583333,47.375,1
cs,167.9583333,47.375,1
cs,168.0416667,47.375,1
cs,168.125,47.375,1
cs,167.4583333,47.875,1
cs,167.5416667,47.875,1
cs,167.5416667,47.95833333,1
cs,167.625,47.95833333,1
cs,166.875,47.875,1
cs,166.875,47.875,1
cs,166.9583333,47.875,1
cs,166.9583333,47.95833333,1
cs,166.2916667,47.45833333,1
cs,163.4583333,44.875,1
cs,163.4583333,42.70833333,1
cs,163.5416667,42.70833333,1
cs,163.7083333,41.95833333,1
cs,163.7083333,41.875,1
cs,163.7083333,41.95833333,1
cs,163.875,41.875,1
cs,163.875,41.875,1
cs,163.9583333,41.875,1
cs,164.2916667,42.625,1
cs,165.7083333,46.54166667,1
cs,165.2083333,41.29166667,1
cs,165.375,41.20833333,1
cs,164.2916667,41.29166667,1
cs,164.2083333,41.20833333,1
cs,163.2916667,41.54166667,1
cs,164.0416667,41.375,1
cs,164.125,41.375,1
cs,163.7083333,41.54166667,1
cs,163.7916667,41.125,1
cs,164.125,41.375,1
cs,164.875,41.20833333,1
cs,164.875,41.125,1
cs,164.875,41.125,1
cs,165.125,41.125,1
cs,163.2083333,44.95833333,1
cs,163.2916667,45.04166667,1
cs,163.4583333,46.125,1
cs,163.4583333,45.45833333,1
cs,163.5416667,45.54166667,1
cs,163.375,43.875,1
cs,163.2916667,43.875,1
cs,162.2083333,41.625,1
cs,161.875,41.125,1
cs,161.9583333,41.29166667,1
cs,161.9583333,41.29166667,1
cs,164.2083333,41.95833333,1
cs,164.875,41.79166667,1
cs,164.875,41.79166667,1
cs,164.125,42.125,1
cs,162.2083333,42.45833333,1
cs,162.2083333,42.45833333,1
cs,162.2083333,42.45833333,1
cs,157.875,42.95833333,1
cs,157.375,44.29166667,1
cs,157.625,44.45833333,1
cs,157.7083333,44.45833333,1
cs,157.4583333,43.875,1
cs,158.375,43.625,1
cs,160.2916667,43.20833333,1
cs,155.9583333,44.54166667,1
cs,157.2083333,43.04166667,1
cs,160.7083333,43.29166667,1
cs,160.125,43.125,1
cs,160.0416667,43.04166667,1
cs,151.875,42.375,1
cs,152.5416667,42.375,1
cs,152.625,42.45833333,1
cs,152.5416667,42.45833333,1
cs,151.7916667,42.125,1
cs,152.125,42.125,1
