species,longitude,latitude,el
cs,151.625,42.29166667,1
cs,155.125,44.04166667,1
cs,153.4583333,43.375,1
cs,152.5416667,42.79166667,1
cs,152.4583333,42.70833333,1
cs,153.2916667,42.70833333,1
cs,153.375,41.29166667,1
cs,153.2916667,41.29166667,1
cs,147.375,39.70833333,1
cs,147.4583333,39.79166667,1
cs,147.7083333,40.125,1
cs,147.9583333,40.20833333,1
cs,149.9583333,41.125,1
cs,150.0416667,41.125,1
cs,150.875,41.04166667,1
cs,150.7916667,41.125,1
cs,151.0416667,41.125,1
cs,151.375,41.20833333,1
cs,151.375,41.29166667,1
cs,151.4583333,41.29166667,1
cs,146.9583333,38.625,1
cs,146.9583333,38.54166667,1
cs,147.0416667,38.54166667,1
cs,147.0416667,38.54166667,1
cs,147.0416667,38.45833333,1
cs,146.7916667,38.875,1
cs,146.625,38.875,1
cs,146.5416667,38.875,1
cs,146.7083333,39.125,1
cs,146.7916667,38.45833333,1
cs,146.875,38.54166667,1
cs,146.875,38.54166667,1
cs,163.125,44.95833333,1
cs,162.625,45.125,1
cs,162.625,45.125,1
cs,162.7916667,45.29166667,1
cs,162.7083333,45.20833333,1
cs,162.875,45.375,1
cs,162.875,45.29166667,1
cs,163.875,45.29166667,1
cs,163.875,45.20833333,1
cs,164.5416667,44.95833333,1
cs,167.7916667,46.29166667,1
cs,167.875,46.29166667,1
cs,167.875,47.54166667,1
cs,167.875,47.29166667,1
cs,168.375,48.04166667,1
cs,169.4583333,42.20833333,1
cs,169.4583333,42.20833333,1
cs,168.7916667,42.79166667,1
cs,167.2083333,45.125,1
cs,167.2916667,45.125,1
cs,166.5416667,47.625,1
cs,166.625,47.625,1
cs,166.7916667,47.70833333,1
cs,166.7916667,47.79166667,1
cs,163.4583333,41.79166667,1
cs,163.625,40.95833333,1
cs,162.7916667,40.875,1
cs,168.5416667,42.70833333,1
cs,169.0416667,42.79166667,1
cs,168.875,43.20833333,1
cs,168.9583333,43.20833333,1
cs,168.875,43.625,1
cs,168.875,43.95833333,1
cs,168.9583333,43.95833333,1
cs,168.9583333,43.875,1
cs,169.0416667,43.875,1
cs,164.5416667,41.70833333,1
cs,163.7916667,41.45833333,1
cs,163.875,41.45833333,1
cs,163.375,41.45833333,1
cs,163.375,41.375,1
cs,163.625,41.45833333,1
cs,164.7916667,40.875,1
cs,162.375,45.125,1
cs,162.7916667,45.125,1
cs,163.7083333,46.375,1
cs,162.7083333,45.79166667,1
cs,162.9583333,45.375,1
cs,164.875,44.375,1
cs,164.875,44.375,1
cs,161.9583333,41.45833333,1
cs,162.2916667,42.45833333,1
cs,162.2083333,42.70833333,1
cs,162.2083333,42.70833333,1
cs,163.0416667,42.45833333,1
cs,162.9583333,42.45833333,1
cs,162.9583333,42.375,1
cs,157.7916667,42.875,1
cs,157.375,44.20833333,1
cs,161.125,43.20833333,1
cs,161.125,43.125,1
cs,160.4583333,43.20833333,1
cs,160.2916667,43.29166667,1
cs,160.2083333,43.70833333,1
cs,160.125,43.54166667,1
cs,154.2083333,43.79166667,1
cs,157.125,43.45833333,1
cs,151.9583333,42.45833333,1
cs,156.7916667,43.625,1
cs,156.875,43.625,1
cs,151.375,41.95833333,1
cs,151.375,41.95833333,1
cs,151.875,42.125,1
cs,153.5416667,43.375,1
cs,153.7916667,43.70833333,1
cs,148.4583333,40.125,1
cs,148.0416667,39.95833333,1
cs,147.4583333,39.20833333,1
cs,147.2916667,39.375,1
cs,150.4583333,41.375,1
cs,147.375,40.04166667,1
cs,147.375,39.95833333,1
cs,147.5416667,39.875,1
cs,147.4583333,39.20833333,1
cs,148.0416667,38.95833333,1
cs,148.0416667,39.125,1
cs,148.0416667,39.125,1
cs,151.0416667,40.875,1
cs,151.125,40.875,1
cs,151.0416667,40.79166667,1
cs,147.2916667,39.95833333,1
cs,147.2916667,39.875,1
cs,150.4583333,41.04166667,1
cs,150.9583333,40.79166667,1
cs,150.9583333,40.70833333,1
cs,149.875,41.04166667,1
cs,150.0416667,40.95833333,1
cs,150.125,40.95833333,1
cs,151.0416667,40.625,1
cs,148.5416667,38.54166667,1
cs,148.2916667,38.54166667,1
cs,147.125,38.45833333,1
cs,147.0416667,38.625,1
cs,147.125,38.70833333,1
cs,146.9583333,39.875,1
cs,156.875,42.95833333,1
cs,162.2916667,45.54166667,1
cs,162.375,45.79166667,1
cs,164.375,45.70833333,1
cs,164.375,45.70833333,1
cs,164.5416667,45.20833333,1
cs,166.7916667,44.79166667,1
cs,166.7083333,44.79166667,1
cs,166.0416667,45.875,1
cs,166.7916667,44.625,1
cs,167.7916667,43.125,1
cs,167.7083333,43.125,1
cs,166.7083333,43.79166667,1
cs,166.875,43.875,1
cs,166.9583333,43.875,1
cs,167.375,44.625,1
cs,167.7083333,44.79166667,1
cs,167.7083333,44.79166667,1
cs,167.5416667,44.95833333,1
cs,167.5416667,44.95833333,1
cs,167.875,47.79166667,1
cs,168.2916667,48.125,1
cs,168.875,48.29166667,1
cs,168.9583333,48.29166667,1
cs,167.2083333,48.125,1
cs,167.9583333,47.54166667,1
cs,168.125,47.79166667,1
cs,167.7916667,46.70833333,1
cs,167.875,46.70833333,1
cs,168.0416667,47.54166667,1
cs,168.0416667,47.54166667,1
cs,168.125,47.54166667,1
cs,168.2083333,47.54166667,1
cs,167.2083333,48.04166667,1
cs,167.2916667,48.04166667,1
cs,167.2916667,48.04166667,1
cs,167.375,47.95833333,1
cs,166.7916667,47.875,1
cs,166.2916667,47.625,1
cs,163.375,44.95833333,1
cs,163.4583333,42.54166667,1
cs,163.4583333,42.45833333,1
cs,155.2083333,42.625,1
cs,160.7916667,43.375,1
cs,163.125,43.95833333,1
cs,165.2916667,46.125,1
cs,165.2916667,46.125,1
cs,165.375,46.125,1
cs,165.7083333,46.375,1
cs,165.7916667,46.54166667,1
cs,165.625,46.45833333,1
cs,165.7083333,46.45833333,1
cs,158.5416667,42.95833333,1
cs,158.625,42.95833333,1
cs,158.7083333,42.95833333,1
cs,158.5416667,42.70833333,1
cs,158.625,42.70833333,1
cs,159.0416667,43.04166667,1
cs,159.0416667,43.04166667,1
cs,163.2083333,44.875,1
cs,162.875,44.875,1
cs,163.7916667,45.29166667,1
cs,163.7916667,45.375,1
cs,161.875,41.20833333,1
cs,161.9583333,41.29166667,1
cs,163.625,42.125,1
cs,163.625,42.125,1
cs,164.375,42.125,1
cs,164.7083333,42.04166667,1
cs,164.0416667,42.125,1
cs,162.4583333,42.20833333,1
cs,162.4583333,42.29166667,1
cs,162.125,42.625,1
cs,162.4583333,42.70833333,1
cs,162.5416667,42.70833333,1
cs,162.5416667,42.70833333,1
cs,162.7916667,42.875,1
cs,157.375,43.875,1
cs,158.0416667,43.70833333,1
cs,161.7916667,42.625,1
cs,161.2916667,42.54166667,1
cs,155.7083333,44.45833333,1
cs,155.7916667,44.45833333,1
cs,158.375,44.875,1
cs,160.875,42.79166667,1
cs,160.7916667,43.04166667,1
cs,161.0416667,42.70833333,1
cs,161.0416667,42.625,1
cs,161.2083333,42.45833333,1
cs,161.0416667,42.79166667,1
cs,159.9583333,43.45833333,1
cs,160.125,43.45833333,1
cs,160.125,43.375,1
cs,159.9583333,43.375,1
cs,159.9583333,43.375,1
cs,158.0416667,42.95833333,1
cs,151.9583333,42.375,1
cs,152.125,42.375,1
cs,152.2083333,42.375,1
cs,151.7916667,42.29166667,1
cs,151.625,42.29166667,1
cs,150.9583333,41.95833333,1
cs,151.5416667,42.29166667,1
cs,152.2916667,42.375,1
cs,152.375,42.375,1
cs,152.625,42.375,1
cs,152.5416667,42.54166667,1
cs,159.5416667,42.125,1
cs,159.9583333,41.95833333,1
cs,160.625,41.95833333,1
cs,154.875,43.875,1
cs,154.9583333,43.79166667,1
cs,154.9583333,43.875,1
cs,153.875,43.625,1
cs,153.4583333,42.875,1
cs,153.4583333,42.875,1
cs,153.2083333,42.79166667,1
cs,153.125,42.79166667,1
cs,147.875,40.125,1
cs,149.875,40.95833333,1
cs,149.9583333,41.04166667,1
cs,150.875,41.20833333,1
cs,150.7916667,41.20833333,1
cs,150.9583333,41.125,1
cs,150.5416667,41.125,1
cs,150.2083333,41.04166667,1
cs,151.125,41.04166667,1
cs,151.2916667,41.04166667,1
cs,151.2916667,41.04166667,1
